Price,Address,Rent Estimate,Beds,Baths,Sq. Ft,Home Type
"$681,148","N Capitol St Ne, Washington, DC 20002",$1930/m Estimated Rental Value,3 bed,1 bath,"1,860 sqft.",Single-Family
"$768,262","Rock Creek Church Rd Nw, Washington, DC 20010",$3030/m Estimated Rental Value,6 bed,3 bath,"2,463 sqft.",Single-Family
,"Prospect St Nw, Washington, DC 20007",*Rental Value Coming Soon,,,,
"$536,268","Oates St Ne, Washington, DC 20002",$2040/m Estimated Rental Value,6 bed,1 bath,"1,294 sqft.",Townhome
"$708,000","Adams St Nw, Washington, DC 20001",$2670/m Estimated Rental Value,4 bed,2 bath,"1,470 sqft.",Multi-Family
"$748,433","Kansas Ave Nw, Washington, DC 20011",$2670/m Estimated Rental Value,3 bed,3 bath,"1,400 sqft.",Townhome
"$401,445","6th St Se, Washington, DC 20032",$1420/m Estimated Rental Value,3 bed,2 bath,"1,224 sqft.",Townhome
"$308,210","Penn St Ne Apt 1, Washington, DC 20002",$1770/m Estimated Rental Value,2 bed,1 bath,616 sqft.,Condo
"$1,310,440","K St Se, Washington, DC 20003",$2800/m Estimated Rental Value,1 bed,1 bath,"1,800 sqft.",Single-Family
"$653,653","Keefer Pl Nw, Washington, DC 20010",$2630/m Estimated Rental Value,3 bed,2 bath,"1,236 sqft.",Townhome
"$878,979","8th St Ne, Washington, DC 20002",$3070/m Estimated Rental Value,3 bed,1 bath,"1,444 sqft.",Townhome
"$969,518","Kentucky Ave Se, Washington, DC 20003",$2850/m Estimated Rental Value,3 bed,2 bath,"1,224 sqft.",Townhome
"$741,148","11th St Nw, Washington, DC 20001",$2740/m Estimated Rental Value,3 bed,1 bath,"1,698 sqft.",Townhome
"$626,000","Isherwood St Ne, Washington, DC 20002",$1980/m Estimated Rental Value,8 bed,4 bath,"3,270 sqft.",Multi-Family
"$672,762","Queen St Ne, Washington, DC 20002",$1690/m Estimated Rental Value,3 bed,1 bath,"1,080 sqft.",Townhome
"$616,028","Upshur St Ne, Washington, DC 20018",$2550/m Estimated Rental Value,3 bed,3 bath,"1,344 sqft.",Single-Family
"$323,154","Martin Luther King Jr ..., Washington, DC 20032",$2040/m Estimated Rental Value,2 bed,1 bath,"1,450 sqft.",Single-Family
"$695,147","Otis Pl Nw, Washington, DC 20010",$2680/m Estimated Rental Value,3 bed,1 bath,"1,360 sqft.",Townhome
,"W St Se, Washington, DC 20020",*Rental Value Coming Soon,,,0 sqft.,
"$724,429","7th St Ne, Washington, DC 20017",$2480/m Estimated Rental Value,3 bed,3 bath,"1,982 sqft.",Single-Family
"$743,197","Chancellors Way Ne, Washington, DC 20017",$1910/m Estimated Rental Value,2 bed,3 bath,972 sqft.,Townhome
"$636,000","Skyland Pl Se, Washington, DC 20020",$2100/m Estimated Rental Value,4 bed,3 bath,"1,594 sqft.",Single-Family
"$653,823","Channing St Ne, Washington, DC 20018",$2680/m Estimated Rental Value,3 bed,2 bath,"1,540 sqft.",Single-Family
"$337,733","47th Pl Ne, Washington, DC 20019",$1720/m Estimated Rental Value,2 bed,1 bath,"1,024 sqft.",Single-Family
,"M St Se, Washington, DC 20019",*Rental Value Coming Soon,,,0 sqft.,Condo
"$439,843","Kearny St Ne, Washington, DC 20017",$2500/m Estimated Rental Value,2 bed,1 bath,992 sqft.,Single-Family
"$341,268","Southern Ave Se, Washington, DC 20020",$1560/m Estimated Rental Value,3 bed,1 bath,"1,024 sqft.",Townhome
,"Ely Pl Se, Washington, DC 20019",*Rental Value Coming Soon,8 bed,4 bath,"3,796 sqft.",Multi-Family
"$944,358","25th St Nw # 502, Washington, DC 20037",$2970/m Estimated Rental Value,2 bed,3 bath,"1,881 sqft.",Condo
"$371,587","Benning Rd Se, Washington, DC 20019",$1880/m Estimated Rental Value,3 bed,2 bath,"1,344 sqft.",Single-Family
,"N St Ne, Apt 725, Washington, DC 20002",*Rental Value Coming Soon,,,,
"$1,251,387","S St Nw, Washington, DC 20009",$3090/m Estimated Rental Value,4 bed,2 bath,,Condo
"$1,194,888","Primrose Rd Nw, Washington, DC 20012",$3790/m Estimated Rental Value,4 bed,3.5 bath,"2,292 sqft.",Single-Family
,"17th St Ne Apt 2, Washington, DC 20002",*Rental Value Coming Soon,,,,
,"Georgia Ave Nw, Washington, DC 20011",*Rental Value Coming Soon,,,,
,"Georgia Ave Nw, Washington, DC 20001",*Rental Value Coming Soon,,,,
,"Q Nw Nw, # 3522, Washington, DC 20002",*Rental Value Coming Soon,,,,
"$326,700","Cathedral Ave Nw Apt 404w, Washington, DC 20016",$1970/m Estimated Rental Value,1 bed,1 bath,803 sqft.,Condo
"$357,786","Cathedral Ave Nw Apt 506e, Washington, DC 20016",$2080/m Estimated Rental Value,,,,Condo
"$85,637","49th St Se Apt 302, Washington, DC 20019",$1388/m Estimated Rental Value,2 bed,1 bath,,Condo
,"Cathedral Ave Nw # 135, Washington, DC 20016",*Rental Value Coming Soon,,,,Condo
,"Georgia Ave Nw, Washington, DC 20010",*Rental Value Coming Soon,,,0 sqft.,
"$457,905","1st Pl Nw Apt 403, Washington, DC 20011",$1880/m Estimated Rental Value,2 bed,2 bath,950 sqft.,Condo
"$671,000","14th St Nw, Washington, DC 20011",$2700/m Estimated Rental Value,3 bed,2 bath,"1,354 sqft.",Multi-Family
"$118,061","Gainesville St Se Apt 204, Washington, DC 20020",$1440/m Estimated Rental Value,2 bed,1 bath,780 sqft.,Condo
"$438,826","Danbury St Sw, Washington, DC 20032",$1490/m Estimated Rental Value,3 bed,4 bath,"1,152 sqft.",Townhome
"$633,600","13th St Ne, Washington, DC 20017",$2240/m Estimated Rental Value,3 bed,1 bath,"1,628 sqft.",Single-Family
"$702,596","4th St Nw, Washington, DC 20011",$2540/m Estimated Rental Value,3 bed,1 bath,"1,488 sqft.",Townhome
"$272,859","2nd St Se, Washington, DC 20032",$1301/m Estimated Rental Value,3 bed,2 bath,"1,836 sqft.",Townhome
"$842,664","N Capitol St Nw, Washington, DC 20002",$2460/m Estimated Rental Value,3 bed,1 bath,"1,680 sqft.",Townhome
"$803,404","7th St Ne, Washington, DC 20002",$2350/m Estimated Rental Value,3 bed,1 bath,"1,200 sqft.",Townhome
"$417,480","Barnaby St Se, Washington, DC 20032",$1400/m Estimated Rental Value,3 bed,4 bath,"1,494 sqft.",Townhome
"$321,000","18th St Se, Washington, DC 20020",$1740/m Estimated Rental Value,4 bed,4 bath,"3,200 sqft.",Multi-Family
"$818,848","D St Ne, Washington, DC 20002",$2660/m Estimated Rental Value,3 bed,1 bath,"1,054 sqft.",Townhome
"$700,594","Georgia Ave Nw, Washington, DC 20011",$2730/m Estimated Rental Value,3 bed,2 bath,"1,614 sqft.",Townhome
"$155,889","Hunter Pl Se Apt 101, Washington, DC 20020",$1500/m Estimated Rental Value,2 bed,1 bath,791 sqft.,Condo
"$429,751","22nd St Ne, Washington, DC 20018",$2530/m Estimated Rental Value,3 bed,1 bath,"1,320 sqft.",Single-Family
"$365,000","Brooks St Ne, Washington, DC 20019",$1301/m Estimated Rental Value,2 bed,2 bath,"1,440 sqft.",Multi-Family
"$727,000","Douglas St Ne, Washington, DC 20018",$2640/m Estimated Rental Value,5 bed,3 bath,"1,729 sqft.",Multi-Family
"$382,137","55th St Ne, Washington, DC 20019",$1680/m Estimated Rental Value,1 bed,2 bath,"1,315 sqft.",Single-Family
,"30th St Se, Washington, DC 20020",*Rental Value Coming Soon,4 bed,4 bath,"2,880 sqft.",Multi-Family
"$584,245","Somerset Pl Nw, Washington, DC 20011",$2240/m Estimated Rental Value,3 bed,1 bath,"1,084 sqft.",Single-Family
"$320,041","35th St Ne, Washington, DC 20019",$1510/m Estimated Rental Value,2 bed,1 bath,780 sqft.,Townhome
"$781,703","N Capitol St Nw, Washington, DC 20002",$2450/m Estimated Rental Value,3 bed,2 bath,"1,380 sqft.",Townhome
"$569,342","Varnum St Ne, Washington, DC 20017",$2500/m Estimated Rental Value,2 bed,3 bath,"1,320 sqft.",Single-Family
,"13th St Nw Apt 413, Washington, DC 20009",*Rental Value Coming Soon,,,,
"$246,050","57th St Ne, Washington, DC 20019",$1398/m Estimated Rental Value,2 bed,1 bath,768 sqft.,Single-Family
"$583,882","Jefferson St Ne, Washington, DC 20011",$2250/m Estimated Rental Value,3 bed,1.5 bath,"1,156 sqft.",Single-Family
"$400,122","54th St Se, Washington, DC 20019",$1880/m Estimated Rental Value,3 bed,1 bath,"1,292 sqft.",Single-Family
,"Wisconsin Ave Nw Apt 206, Washington, DC 20016",*Rental Value Coming Soon,,,,
,"Q St Nw Apt 207, Washington, DC 20009",*Rental Value Coming Soon,,,,
"$563,300","Sargent Rd Ne, Washington, DC 20017",$2620/m Estimated Rental Value,3 bed,2.5 bath,"1,360 sqft.",Single-Family
"$485,527","18th St Ne, Washington, DC 20002",$1620/m Estimated Rental Value,4 bed,2 bath,"1,152 sqft.",Single-Family
"$399,360","Valley Ave Se, Washington, DC 20032",$1880/m Estimated Rental Value,3 bed,2 bath,"1,296 sqft.",Single-Family
,"1st St Nw # 675, Washington, DC 20001",*Rental Value Coming Soon,,,,
,"Connecticut Ave Nw, Washington, DC 20008",*Rental Value Coming Soon,,,,
"$358,190","Rhode Island Ave Ne Ap..., Washington, DC 20002",$1840/m Estimated Rental Value,2 bed,1 bath,,Condo
,"Georgia Ave Nw, Washington, DC 20010",*Rental Value Coming Soon,,,,
,"Cathedral Ave Nw Apt 805a, Washington, DC 20016",*Rental Value Coming Soon,,,,
"$618,224","Hamilton St Nw, Washington, DC 20011",$2220/m Estimated Rental Value,2 bed,1 bath,"1,024 sqft.",Single-Family
"$830,325","Bryant St Nw, Washington, DC 20001",$2740/m Estimated Rental Value,4 bed,1.5 bath,"1,897 sqft.",Single-Family
"$220,889","Eads Pl Ne, Washington, DC 20019",$1301/m Estimated Rental Value,2 bed,1 bath,768 sqft.,Single-Family
,"Massachusetts Ave Nw A..., Washington, DC 20001",*Rental Value Coming Soon,,,,
,"7th St Se, Washington, DC 20003",*Rental Value Coming Soon,,,,
"$526,670","Texas Ave Se, Washington, DC 20020",$2160/m Estimated Rental Value,3 bed,2.5 bath,"1,664 sqft.",Single-Family
"$139,900","Delaware Ave Sw Apt N720, Washington, DC 20024",*Rental Value Coming Soon,1 bed,1 bath,,Co-Op
"$110,579","9th St Se Apt 202, Washington, DC 20032",$1141/m Estimated Rental Value,1 bed,1 bath,,Condo
"$3,424,576","37th St Nw, Washington, DC 20007",$4600/m Estimated Rental Value,4 bed,3 bath,"1,360 sqft.",Townhome
,"Galveston St Sw Apt 102, Washington, DC 20032",*Rental Value Coming Soon,,,,
"$189,000","Forrester St Sw, Washington, DC 20032",$1620/m Estimated Rental Value,4 bed,4 bath,"2,556 sqft.",Multi-Family
"$458,053","Hilltop Ter Se, Washington, DC 20019",$1880/m Estimated Rental Value,3 bed,2 bath,"1,410 sqft.",Single-Family
"$493,020","Gainesville St Se Apt 201, Washington, DC 20020",$1580/m Estimated Rental Value,3 bed,3 bath,"1,678 sqft.",Condo
"$454,638","20th St Ne, Washington, DC 20002",$1610/m Estimated Rental Value,3 bed,1 bath,"1,116 sqft.",Townhome
"$335,387","H St Se, Washington, DC 20019",$1880/m Estimated Rental Value,3 bed,1 bath,"1,064 sqft.",Single-Family
"$352,450","4th St Se, Washington, DC 20032",$1400/m Estimated Rental Value,4 bed,2 bath,"1,200 sqft.",Townhome
"$406,187","Irving St Se, Washington, DC 20020",$2070/m Estimated Rental Value,3 bed,1 bath,"1,200 sqft.",Single-Family
"$422,625","Banks Pl Ne, Washington, DC 20019",$1790/m Estimated Rental Value,2 bed,2 bath,800 sqft.,Single-Family
"$166,560","Benning Rd Se Apt 202, Washington, DC 20019",$1388/m Estimated Rental Value,1 bed,1 bath,609 sqft.,Condo
"$403,067","Austin St Se, Washington, DC 20020",$2090/m Estimated Rental Value,4 bed,1 bath,"1,108 sqft.",Single-Family
"$582,258","Evarts St Ne, Washington, DC 20017",$1730/m Estimated Rental Value,4 bed,2 bath,"1,300 sqft.",Townhome
"$1,306,072","Belmont St Nw, Washington, DC 20009",$3100/m Estimated Rental Value,3 bed,3 bath,0 sqft.,Single-Family
"$528,650","9th Pl Se, Washington, DC 20032",$2070/m Estimated Rental Value,4 bed,3 bath,"1,474 sqft.",Single-Family
"$827,025","Delafield Pl Nw, Washington, DC 20011",$2950/m Estimated Rental Value,4 bed,2 bath,"1,743 sqft.",Single-Family
"$345,596","Barnaby Ter Se, Washington, DC 20032",$1408/m Estimated Rental Value,3 bed,2 bath,"1,134 sqft.",Townhome
"$607,024","Channing St Ne, Washington, DC 20018",$2480/m Estimated Rental Value,3 bed,2 bath,"1,650 sqft.",Single-Family
"$440,000","Meigs Pl Ne, Washington, DC 20002",$2040/m Estimated Rental Value,8 bed,4 bath,"3,210 sqft.",Multi-Family
"$377,750","58th St Ne, Washington, DC 20019",$1790/m Estimated Rental Value,,1 bath,"1,264 sqft.",Single-Family
"$392,607","Dix St Ne, Washington, DC 20019",$1790/m Estimated Rental Value,3 bed,1 bath,928 sqft.,Single-Family
"$431,683","M St Ne, Washington, DC 20002",$1550/m Estimated Rental Value,3 bed,1 bath,"1,252 sqft.",Townhome
"$336,463","35th St Ne, Washington, DC 20019",$1420/m Estimated Rental Value,2 bed,1 bath,832 sqft.,Townhome
,"Upshur St Nw, Washington, DC 20011",*Rental Value Coming Soon,,,0 sqft.,Land
"$541,955","Kearny St Ne, Washington, DC 20017",$2920/m Estimated Rental Value,3 bed,1 bath,"1,650 sqft.",Single-Family
,"Adams St Ne Apt 1, Washington, DC 20018",*Rental Value Coming Soon,2 bed,2 bath,697 sqft.,Condo
"$838,513","Duncan St Ne, Washington, DC 20002",$2670/m Estimated Rental Value,3 bed,1 bath,"1,472 sqft.",Townhome
,"8th St Nw # 1, Washington, DC 20011",*Rental Value Coming Soon,2 bed,2 bath,871 sqft.,Condo
"$1,050,007","4th St Ne, Washington, DC 20002",*Rental Value Coming Soon,4 bed,4 bath,0 sqft.,Multi-Family
"$434,630","Bowen Rd Se, Washington, DC 20020",$1470/m Estimated Rental Value,3 bed,2 bath,"1,220 sqft.",Condo
"$295,407","Southern Ave Se, Washington, DC 20019",$1620/m Estimated Rental Value,2 bed,2 bath,832 sqft.,Single-Family
"$470,903","31st St Se, Washington, DC 20019",$1850/m Estimated Rental Value,3 bed,1 bath,"1,166 sqft.",Single-Family
"$490,800","Jackson St Ne, Washington, DC 20018",$2640/m Estimated Rental Value,3 bed,2 bath,"1,346 sqft.",Single-Family
"$406,915","Chesapeake St Se, Washington, DC 20032",$1850/m Estimated Rental Value,3 bed,2 bath,"1,122 sqft.",Single-Family
"$169,463","Kane Pl Ne, Washington, DC 20019",$1680/m Estimated Rental Value,1 bed,1 bath,392 sqft.,Single-Family
"$293,597","47th St Se, Washington, DC 20019",$1660/m Estimated Rental Value,2 bed,1 bath,800 sqft.,Single-Family
"$1,004,670","29th St Se, Washington, DC 20020",$1680/m Estimated Rental Value,4 bed,4 bath,"2,640 sqft.",Multi-Family
"$353,863","9th St Nw Apt 4, Washington, DC 20010",$2060/m Estimated Rental Value,2 bed,2 bath,678 sqft.,Condo
"$383,000","6th St Se, Washington, DC 20032",$2120/m Estimated Rental Value,,,"3,185 sqft.",Commercial
"$285,000","51st St Ne, Washington, DC 20019",$1710/m Estimated Rental Value,6 bed,3 bath,"2,223 sqft.",Multi-Family
"$350,654","Evarts St Ne Apt 3, Washington, DC 20017",$1390/m Estimated Rental Value,,,,Condo
"$445,804","Baker St Ne, Washington, DC 20019",$1420/m Estimated Rental Value,2 bed,1 bath,864 sqft.,Single-Family
"$289,835","Davis Pl Nw Apt 307, Washington, DC 20007",$1970/m Estimated Rental Value,,,,
,"H St Nw, Washington, DC 20001",*Rental Value Coming Soon,,,,
,"Bladensburg Rd Ne # 518, Washington, DC 20002",*Rental Value Coming Soon,,,,
,"Marion Barry Ave Se Ap..., Washington, DC 20020",*Rental Value Coming Soon,1 bed,1 bath,,Condo
,"Blaine St Ne Apt 204, Washington, DC 20019",*Rental Value Coming Soon,,,,
"$831,954","Emerald St Ne, Washington, DC 20002",$2670/m Estimated Rental Value,3 bed,1 bath,"1,444 sqft.",Single-Family
"$658,000","Longfellow St Nw, Washington, DC 20011",$2440/m Estimated Rental Value,4 bed,2 bath,"1,440 sqft.",Multi-Family
,"53rd St Ne, Washington, DC 20019",*Rental Value Coming Soon,,,,
"$260,100","50th St Ne, Washington, DC 20019",$1760/m Estimated Rental Value,2 bed,1 bath,806 sqft.,Single-Family
"$616,569","Webster St Ne, Washington, DC 20017",$2630/m Estimated Rental Value,3 bed,3 bath,"1,344 sqft.",Single-Family
"$556,620","7th Pl Nw, Washington, DC 20012",$2370/m Estimated Rental Value,3 bed,1 bath,"1,133 sqft.",Single-Family
,"Rear Independence Ave Se, Washington, DC 20003",*Rental Value Coming Soon,,,0 sqft.,
"$639,602","Allison St Ne, Washington, DC 20017",$2650/m Estimated Rental Value,3 bed,3 bath,"1,440 sqft.",Single-Family
"$975,593","Tamarack St Nw, Washington, DC 20012",$3620/m Estimated Rental Value,4 bed,3 bath,"1,752 sqft.",Single-Family
"$865,730","Monroe St Nw, Washington, DC 20010",$3110/m Estimated Rental Value,8 bed,4 bath,"2,639 sqft.",Townhome
"$736,189","Kennedy St Nw, Washington, DC 20011",$2710/m Estimated Rental Value,4 bed,1 bath,"1,520 sqft.",Townhome
"$366,000","Ames St Ne, Washington, DC 20019",$1398/m Estimated Rental Value,2 bed,2 bath,"1,211 sqft.",Multi-Family
"$473,969","E St Nw Apt 1022, Washington, DC 20004",$2140/m Estimated Rental Value,1 bed,1 bath,822 sqft.,Condo
"$1,146,588","Longfellow St Nw, Washington, DC 20011",$3480/m Estimated Rental Value,4 bed,3 bath,"2,340 sqft.",Single-Family
,"44th St Ne, Washington, DC 20019",*Rental Value Coming Soon,,,0 sqft.,
,"Benning Rd Se Apt 2, Washington, DC 20019",*Rental Value Coming Soon,4 bed,4 bath,"2,508 sqft.",Multi-Family
"$345,988","Fort Baker Dr Se, Washington, DC 20020",$2090/m Estimated Rental Value,3 bed,2 bath,"1,303 sqft.",Single-Family
"$272,109","Irving St Se, Washington, DC 20020",$1700/m Estimated Rental Value,2 bed,1 bath,602 sqft.,Single-Family
"$308,750","D St Se, Washington, DC 20019",$1620/m Estimated Rental Value,2 bed,1 bath,660 sqft.,Single-Family
,"10th Pl Se, Washington, DC 20032",*Rental Value Coming Soon,3 bed,3 bath,"1,872 sqft.",Townhome
"$879,540","D St Ne, Washington, DC 20002",$1790/m Estimated Rental Value,4 bed,4 bath,"2,960 sqft.",Multi-Family
"$346,500","Talbert Ter Se, Washington, DC 20020",$1580/m Estimated Rental Value,4 bed,1 bath,"1,560 sqft.",Townhome
"$235,732","Belmont Rd Nw Apt 501, Washington, DC 20009",$1880/m Estimated Rental Value,,1 bath,321 sqft.,Condo
"$311,391","Nash St Ne, Washington, DC 20019",$1620/m Estimated Rental Value,,,,
,"Stanton Rd Se Apt 201, Washington, DC 20020",*Rental Value Coming Soon,,,,
"$672,432","Newton Pl Nw, Washington, DC 20010",$2500/m Estimated Rental Value,2 bed,1 bath,"1,320 sqft.",Single-Family
"$514,651","9th St Nw, Washington, DC 20012",$2570/m Estimated Rental Value,3 bed,1.5 bath,"1,088 sqft.",Single-Family
,"1st Pl Ne, Apt 6, Washington, DC 20011",*Rental Value Coming Soon,,,,
"$627,000","Harvard St Nw, Washington, DC 20001",$2760/m Estimated Rental Value,4 bed,2 bath,"1,634 sqft.",Multi-Family
,"7th St Nw, Washington, DC 20001",*Rental Value Coming Soon,,,,
"$400,389","Harvard St Nw # T1, Washington, DC 20009",$2070/m Estimated Rental Value,1 bed,1 bath,640 sqft.,Condo
"$280,000","35th St Ne, Washington, DC 20019",$1660/m Estimated Rental Value,4 bed,4 bath,"3,230 sqft.",Multi-Family
"$381,052","36th St Ne, Washington, DC 20019",$1510/m Estimated Rental Value,3 bed,1 bath,992 sqft.,Townhome
"$572,445","3rd Pl Nw, Washington, DC 20011",$2580/m Estimated Rental Value,4 bed,2 bath,"1,600 sqft.",Single-Family
"$300,319","Nash St Ne, Washington, DC 20019",$1620/m Estimated Rental Value,2 bed,1 bath,896 sqft.,Single-Family
"$545,537","New York Ave Nw Apt 202, Washington, DC 20001",$2240/m Estimated Rental Value,2 bed,1 bath,990 sqft.,Condo
"$378,960","1st St Nw Apt 10, Washington, DC 20001",$1880/m Estimated Rental Value,1 bed,1 bath,551 sqft.,Condo
"$480,726","Tobias Dr Se, Washington, DC 20020",$1600/m Estimated Rental Value,3 bed,3 bath,"2,160 sqft.",Townhome
"$408,171","P St Se, Washington, DC 20020",$2120/m Estimated Rental Value,3 bed,3 bath,"1,250 sqft.",Single-Family
"$220,766","Cathedral Ave Nw Apt 1..., Washington, DC 20016",$1500/m Estimated Rental Value,,1 bath,553 sqft.,Condo
"$434,875","Wahler Pl Se, Washington, DC 20032",$1390/m Estimated Rental Value,3 bed,3 bath,"1,408 sqft.",Townhome
"$683,549","Shepherd St Nw, Washington, DC 20011",$2680/m Estimated Rental Value,3 bed,1 bath,"1,820 sqft.",Townhome
"$450,392","Q St Se, Washington, DC 20020",$1610/m Estimated Rental Value,4 bed,3 bath,"1,120 sqft.",Multi-Family
"$157,253","Naylor Rd Se Apt 302, Washington, DC 20020",$1450/m Estimated Rental Value,2 bed,1 bath,848 sqft.,Condo
"$771,081","Columbia Rd Nw, Washington, DC 20001",$2700/m Estimated Rental Value,3 bed,1 bath,"1,122 sqft.",Townhome
"$1,027,735","11th St Se, Washington, DC 20003",$3190/m Estimated Rental Value,4 bed,4 bath,"3,296 sqft.",Multi-Family
,"14th St Se # B, Washington, DC 20003",*Rental Value Coming Soon,3 bed,3 bath,"1,713 sqft.",Condo
"$460,023","Banks Pl Ne, Washington, DC 20019",$1790/m Estimated Rental Value,3 bed,2 bath,"1,152 sqft.",Single-Family
"$913,967","43rd Pl Nw, Washington, DC 20016",$3010/m Estimated Rental Value,2 bed,1 bath,"1,008 sqft.",Single-Family
,"Skyland Pl Se, Washington, DC 20020",*Rental Value Coming Soon,3 bed,2 bath,"1,224 sqft.",Townhome
"$616,910","8th St Ne, Washington, DC 20017",$2070/m Estimated Rental Value,3 bed,2 bath,"1,188 sqft.",Townhome
"$628,296","Eastern Ave Ne, Washington, DC 20017",$2640/m Estimated Rental Value,3 bed,2 bath,"1,400 sqft.",Single-Family
"$556,466","Peabody St Ne, Washington, DC 20011",$2370/m Estimated Rental Value,3 bed,2 bath,"1,216 sqft.",Single-Family
"$256,893","Alabama Ave Se Unit B, Washington, DC 20020",$1520/m Estimated Rental Value,2 bed,1 bath,"1,216 sqft.",Condo
