Price,Address,Rent Estimate Per Month,Beds,Baths,SqFt,Home Type,Street,City,State Label,Zip Code
1043000,"Q St Nw, Washington, DC 20001",2710,4,3,1653,MF,Q St Nw,Washington,DC,20001
335387,"H St Se, Washington, DC 20019",1880,3,1,1064,SF,H St Se,Washington,DC,20019
639000,"K St Nw, Washington, DC 20001",2770,4,3,1360,MF,K St Nw,Washington,DC,20001
719475,"Park Rd Nw, Washington, DC 20010",2630,3,2.5,1336,SF,Park Rd Nw,Washington,DC,20010
128690,"Ash St, Rock Springs, WY 82901",1010,2,1,925,SF,Ash St,Rock Springs,WY,82901
412879,"Baker St Ne, Washington, DC 20019",1420,2,1,884,SF,Baker St Ne,Washington,DC,20019
658000,"Longfellow St Nw, Washington, DC 20011",2440,4,2,1440,MF,Longfellow St Nw,Washington,DC,20011
148104,"Lincoln Ave, Rock Springs, WY 82901",1181,3,2,864,SF,Lincoln Ave,Rock Springs,WY,82901
886051,"4th St Nw, Washington, DC 20011",2440,4,2,1660,SF,4th St Nw,Washington,DC,20011
838513,"Duncan St Ne, Washington, DC 20002",2670,3,1,1472,Townhome,Duncan St Ne,Washington,DC,20002
434875,"Wahler Pl Se, Washington, DC 20032",1390,3,3,1408,Townhome,Wahler Pl Se,Washington,DC,20032
273785,"Quadrant Dr, Rock Springs, WY 82901",1378,2,1,2020,SF,Quadrant Dr,Rock Springs,WY,82901
724429,"7th St Ne, Washington, DC 20017",2480,3,3,1982,SF,7th St Ne,Washington,DC,20017
241251,"Peak St, Gillette, WY 82716",1211,3,2,2016,SF,Peak St,Gillette,WY,82716
207353,"Peak Ct, Gillette, WY 82716",1072,3,2,1408,SF,Peak Ct,Gillette,WY,82716
865730,"Monroe St Nw, Washington, DC 20010",3110,8,4,2639,Townhome,Monroe St Nw,Washington,DC,20010
84490,"M St, Rock Springs, WY 82901",860,2,1,652,SF,M St,Rock Springs,WY,82901
528771,"14th St Ne, Washington, DC 20018",2130,3,1.5,1056,SF,14th St Ne,Washington,DC,20018
272859,"2nd St Se, Washington, DC 20032",1301,3,2,1836,Townhome,2nd St Se,Washington,DC,20032
1158000,"Chapin St Nw, Washington, DC 20009",3230,6,3.5,2706,MF,Chapin St Nw,Washington,DC,20009
181000,"N Lowell St, Casper, WY 82601",1010,3,1,1135,SF,N Lowell St,Casper,WY,82601
119170,"Thomas St, Rock Springs, WY 82901",860,2,1,968,SF,Thomas St,Rock Springs,WY,82901
225625,"Pine St, Rock Springs, WY 82901",1520,4,2,2156,SF,Pine St,Rock Springs,WY,82901
197191,"Gladstone St, Sheridan, WY 82801",1810,5,2,1304,SF,Gladstone St,Sheridan,WY,82801
575403,"Channing St Ne, Washington, DC 20018",2570,3,1.5,1159,SF,Channing St Ne,Washington,DC,20018
1212241,"Corcoran St Nw, Washington, DC 20009",3130,3,1,1708,SF,Corcoran St Nw,Washington,DC,20009
667103,"Otis St Ne, Washington, DC 20018",2890,4,2.5,1656,SF,Otis St Ne,Washington,DC,20018
101471,"Warren Ave, Gillette, WY 82716",820,3,1,904,SF,Warren Ave,Gillette,WY,82716
103020,"Center St, Rock Springs, WY 82901",973,2,1,803,SF,Center St,Rock Springs,WY,82901
358498,"Cascade St, Lander, WY 82520",1141,4,3,1056,SF,Cascade St,Lander,WY,82520
660921,"7th St Nw, Washington, DC 20011",2200,4,1,832,SF,7th St Nw,Washington,DC,20011
746907,"Kansas Ave Nw, Washington, DC 20011",2640,3,1.5,1484,SF,Kansas Ave Nw,Washington,DC,20011
427770,"Calvert St Nw Apt 402, Washington, DC 20009",2240,1,1,747,CONDO,Calvert St Nw Apt 402,Washington,DC,20009
672762,"Queen St Ne, Washington, DC 20002",1690,3,1,1080,Townhome,Queen St Ne,Washington,DC,20002
129396,"Chesapeake St Se # 206, Washington, DC 20032",1398,2,1,884,CONDO,Chesapeake St Se # 206,Washington,DC,20032
394708,"20th St Se, Washington, DC 20020",2030,3,2,1090,SF,20th St Se,Washington,DC,20020
222132,"Southview Rd, Laramie, WY 82070",1072,3,2.5,1152,SF,Southview Rd,Laramie,WY,82070
1369346,"Verbena St Nw, Washington, DC 20012",3640,4,2.5,1706,SF,Verbena St Nw,Washington,DC,20012
748433,"Kansas Ave Nw, Washington, DC 20011",2670,3,3,1400,Townhome,Kansas Ave Nw,Washington,DC,20011
878979,"8th St Ne, Washington, DC 20002",3070,3,1,1444,Townhome,8th St Ne,Washington,DC,20002
248097,"E 19th St, Casper, WY 82601",1100,3,2,1825,SF,E 19th St,Casper,WY,82601
75407,"Lime Creek Ave, Gillette, WY 82716",1121,3,2,1728,MH,Lime Creek Ave,Gillette,WY,82716
624139,"Shepherd St Nw, Washington, DC 20011",2220,2,2,1330,Townhome,Shepherd St Nw,Washington,DC,20011
320041,"35th St Ne, Washington, DC 20019",1510,2,1,780,Townhome,35th St Ne,Washington,DC,20019
202288,"Jasmine St, Casper, WY 82604",1201,3,1,1108,SF,Jasmine St,Casper,WY,82604
316800,"Fort Davis St Se, Washington, DC 20020",1560,2,1,986,Townhome,Fort Davis St Se,Washington,DC,20020
352342,"Greve Cir, Rock Springs, WY 82901",1860,4,2,2052,MH,Greve Cir,Rock Springs,WY,82901
174666,"Omarr Ave, Sheridan, WY 82801",1001,2,2,1381,SF,Omarr Ave,Sheridan,WY,82801
883000,"Clifton St Nw, Washington, DC 20009",2920,5,2,3131,SF,Clifton St Nw,Washington,DC,20009
195224,"Mckinley Ave, Rock Springs, WY 82901",1301,3,1,1156,SF,Mckinley Ave,Rock Springs,WY,82901
890010,"Owen Pl Ne, Washington, DC 20002",1890,3,1,1310,SF,Owen Pl Ne,Washington,DC,20002
503058,"4th St Ne Apt 1, Washington, DC 20002",1920,2,2,954,CONDO,4th St Ne Apt 1,Washington,DC,20002
521000,"5th St Nw, Washington, DC 20011",2140,3,1,800,SF,5th St Nw,Washington,DC,20011
741179,"Spring Rd Nw, Washington, DC 20010",2690,3,1,1280,SF,Spring Rd Nw,Washington,DC,20010
544500,"9th St Nw, Washington, DC 20011",2380,4,2.5,1836,SF,9th St Nw,Washington,DC,20011
780865,"Morse St Ne, Washington, DC 20002",1880,3,2,1836,Townhome,Morse St Ne,Washington,DC,20002
1185977,"Redwood Ter Nw, Washington, DC 20012",3930,4,5,2599,SF,Redwood Ter Nw,Washington,DC,20012
772269,"5th St Nw, Washington, DC 20011",2220,2,1,1440,SF,5th St Nw,Washington,DC,20011
343274,"32nd St Se, Washington, DC 20020",2100,3,1.5,1248,SF,32nd St Se,Washington,DC,20020
283148,"Carrington Ct, Laramie, WY 82072",1251,4,2,1944,SF,Carrington Ct,Laramie,WY,82072
146710,"Apache Ln, Rock Springs, WY 82901",1201,1,2,1013,SF,Apache Ln,Rock Springs,WY,82901
495215,"5th St Nw, Washington, DC 20011",2140,3,1,800,Townhome,5th St Nw,Washington,DC,20011
1376000,"Maryland Ave Ne, Washington, DC 20002",3350,5,4.5,2921,MF,Maryland Ave Ne,Washington,DC,20002
457905,"1st Pl Nw Apt 403, Washington, DC 20011",1880,2,2,950,CONDO,1st Pl Nw Apt 403,Washington,DC,20011
450392,"Q St Se, Washington, DC 20020",1610,4,3,1120,MF,Q St Se,Washington,DC,20020
199900,"Georgia Cir, Gillette, WY 82718",,3,1,960,SF,Georgia Cir,Gillette,WY,82718
305040,"Cedar St, Evanston, WY 82930",1121,5,2,1098,SF,Cedar St,Evanston,WY,82930
842664,"N Capitol St Nw, Washington, DC 20002",2460,3,1,1680,Townhome,N Capitol St Nw,Washington,DC,20002
879540,"D St Ne, Washington, DC 20002",1790,4,4,2960,MF,D St Ne,Washington,DC,20002
431683,"M St Ne, Washington, DC 20002",1550,3,1,1252,Townhome,M St Ne,Washington,DC,20002
280000,"35th St Ne, Washington, DC 20019",1660,4,4,3230,MF,35th St Ne,Washington,DC,20019
264800,"E Burrows St, Sheridan, WY 82801",1092,3,1,1046,SF,E Burrows St,Sheridan,WY,82801
470487,"Savannah St Se, Washington, DC 20032",1940,4,2,1476,SF,Savannah St Se,Washington,DC,20032
220697,"Nogales Way, Gillette, WY 82716",1121,5,2,1008,SF,Nogales Way,Gillette,WY,82716
454638,"20th St Ne, Washington, DC 20002",1610,3,1,1116,Townhome,20th St Ne,Washington,DC,20002
434630,"Bowen Rd Se, Washington, DC 20020",1470,3,2,1220,CONDO,Bowen Rd Se,Washington,DC,20020
413313,"E Capitol St Se, Washington, DC 20019",1880,3,1.5,1273,SF,E Capitol St Se,Washington,DC,20019
379674,"33rd St Ne, Washington, DC 20019",1420,2,1,832,SF,33rd St Ne,Washington,DC,20019
233240,"Yellowstone Rd, Rock Springs, WY 82901",1460,3,2,1858,MH,Yellowstone Rd,Rock Springs,WY,82901
407561,"54th St Se, Washington, DC 20019",1880,3,1,1292,SF,54th St Se,Washington,DC,20019
151300,"Honeysuckle St, Casper, WY 82604",1420,4,2,1200,MF,Honeysuckle St,Casper,WY,82604
346800,"Maverick Dr, Sheridan, WY 82801",1430,3,2,1680,SF,Maverick Dr,Sheridan,WY,82801
110840,"Pilot Butte Ave, Rock Springs, WY 82901",860,2,1,1156,SF,Pilot Butte Ave,Rock Springs,WY,82901
623818,"Hamlin St Ne, Washington, DC 20017",1870,3,1.5,1284,Townhome,Hamlin St Ne,Washington,DC,20017
417037,"Congress St Se Apt 101, Washington, DC 20032",1390,3,3,1063,CONDO,Congress St Se Apt 101,Washington,DC,20032
423750,"Martin Luther King Jr ..., Washington, DC 20032",1490,2,3,1152,Townhome,Martin Luther King Jr ...,Washington,DC,20032
672432,"Newton Pl Nw, Washington, DC 20010",2500,2,1,1320,SF,Newton Pl Nw,Washington,DC,20010
937530,"12th St Nw, Washington, DC 20012",3140,3,2.5,1638,SF,12th St Nw,Washington,DC,20012
412007,"Central Ave Se, Washington, DC 20019",1388,2,1.5,996,SF,Central Ave Se,Washington,DC,20019
179920,"N Lowell St, Casper, WY 82601",1010,3,1,1135,SF,N Lowell St,Casper,WY,82601
131665,"Mckinley Ave, Rock Springs, WY 82901",1141,1,2,1042,SF,Mckinley Ave,Rock Springs,WY,82901
167559,"E 8th St, Gillette, WY 82716",890,2,2,1480,MF,E 8th St,Gillette,WY,82716
506949,"Irving St Nw, Washington, DC 20010",2510,3,1,1088,SF,Irving St Nw,Washington,DC,20010
176843,"Cedar St, Rock Springs, WY 82901",1131,3,2,1344,MH,Cedar St,Rock Springs,WY,82901
99790,"Center St, Rock Springs, WY 82901",973,2,1,810,SF,Center St,Rock Springs,WY,82901
400389,"Harvard St Nw # T1, Washington, DC 20009",2070,1,1,640,CONDO,Harvard St Nw # T1,Washington,DC,20009
637899,"Sherman Ave Nw, Washington, DC 20001",2620,3,2,1080,SF,Sherman Ave Nw,Washington,DC,20001
236215,"Iowa Ave, Green River, WY 82935",1141,3,2,1680,SF,Iowa Ave,Green River,WY,82935
493020,"Gainesville St Se Apt 201, Washington, DC 20020",1580,3,3,1678,CONDO,Gainesville St Se Apt 201,Washington,DC,20020
381578,"Dubois Pl Se, Washington, DC 20019",1920,3,1,984,SF,Dubois Pl Se,Washington,DC,20019
75407,"Lime Creek Ave, Gillette, WY 82716",1121,3,2,1728,SF,Lime Creek Ave,Gillette,WY,82716
148580,"Ponderosa Way, Rock Springs, WY 82901",1102,3,2,1310,MF,Ponderosa Way,Rock Springs,WY,82901
698579,"17th Pl Se, Washington, DC 20020",1740,4,4,2720,MF,17th Pl Se,Washington,DC,20020
1206464,"Butterworth Pl Nw, Washington, DC 20016",3160,3,2,1080,SF,Butterworth Pl Nw,Washington,DC,20016
504218,"44th Pl Se, Washington, DC 20019",1880,3,2,1276,SF,44th Pl Se,Washington,DC,20019
476308,"M St Sw # N801, Washington, DC 20024",2200,2,2,1140,CONDO,M St Sw # N801,Washington,DC,20024
295407,"Southern Ave Se, Washington, DC 20019",1620,2,2,832,SF,Southern Ave Se,Washington,DC,20019
502660,"17th St Nw Apt 72, Washington, DC 20009",2340,1,1,694,CONDO,17th St Nw Apt 72,Washington,DC,20009
573728,"2nd St Ne, Washington, DC 20002",1890,2,2,1202,SF,2nd St Ne,Washington,DC,20002
207930,"Longhorn Ave, Gillette, WY 82718",1121,3,3,1385,SF,Longhorn Ave,Gillette,WY,82718
210205,"N Hodgeman St, Laramie, WY 82072",1001,3,2,1337,SF,N Hodgeman St,Laramie,WY,82072
263925,"Stassinos Ranch Rd, Rock Springs, WY 82901",1540,3,2,2308,MH,Stassinos Ranch Rd,Rock Springs,WY,82901
172260,"Highland Ave, Sheridan, WY 82801",900,3,2,864,Townhome,Highland Ave,Sheridan,WY,82801
694984,"Lincoln Rd Ne, Washington, DC 20002",1900,3,1,1530,Townhome,Lincoln Rd Ne,Washington,DC,20002
337733,"47th Pl Ne, Washington, DC 20019",1720,2,1,1024,SF,47th Pl Ne,Washington,DC,20019
318125,"Darrington St Sw, Washington, DC 20032",2000,3,2,1136,SF,Darrington St Sw,Washington,DC,20032
651892,"Shepherd St Ne, Washington, DC 20017",2230,3,1,930,SF,Shepherd St Ne,Washington,DC,20017
231443,"Pumpkin Ct, Gillette, WY 82718",1100,3,2,1632,SF,Pumpkin Ct,Gillette,WY,82718
458053,"Hilltop Ter Se, Washington, DC 20019",1880,3,2,1410,SF,Hilltop Ter Se,Washington,DC,20019
566100,"War Emblem Ln, Rock Springs, WY 82901",1540,1,3,3264,SF,War Emblem Ln,Rock Springs,WY,82901
228732,"G St Se, Washington, DC 20019",1880,2,1,832,SF,G St Se,Washington,DC,20019
599930,"High View Rd, Sheridan, WY 82801",1780,4,4,4000,SF,High View Rd,Sheridan,WY,82801
264275,"14th St Nw Apt 116w, Washington, DC 20009",2230,2,1,720,CONDO,14th St Nw Apt 116w,Washington,DC,20009
653823,"Channing St Ne, Washington, DC 20018",2680,3,2,1540,SF,Channing St Ne,Washington,DC,20018
206224,"E 13th St, Casper, WY 82601",860,2,1,1210,SF,E 13th St,Casper,WY,82601
285685,"State Highway 241, Afton, WY 83110",1281,2,2,2227,SF,State Highway 241,Afton,WY,83110
217701,"Mcmicken St, Rawlins, WY 82301",1171,5,3,2352,SF,Mcmicken St,Rawlins,WY,82301
151424,"Dana Ave, Sheridan, WY 82801",900,3,2,864,CONDO,Dana Ave,Sheridan,WY,82801
647857,"Oneida Pl Nw, Washington, DC 20011",2780,3,1,1730,SF,Oneida Pl Nw,Washington,DC,20011
654000,"N St Nw, Washington, DC 20001",2770,5,3,1604,MF,N St Nw,Washington,DC,20001
309771,"49th St Ne, Washington, DC 20019",1790,3,1,1355,SF,49th St Ne,Washington,DC,20019
119118,"Nevada St, Gillette, WY 82716",991,3,2,1216,SF,Nevada St,Gillette,WY,82716
328900,"Lamont St Nw Apt 3a, Washington, DC 20010",1920,1,1,525,CONDO,Lamont St Nw Apt 3a,Washington,DC,20010
975593,"Tamarack St Nw, Washington, DC 20012",3620,4,3,1752,SF,Tamarack St Nw,Washington,DC,20012
264860,"State Highway 239, Freedom, WY 83120",1311,4,2,1878,SF,State Highway 239,Freedom,WY,83120
565920,"Georgia Ave Nw Apt 111, Washington, DC 20012",1920,2,1,944,CONDO,Georgia Ave Nw Apt 111,Washington,DC,20012
308750,"D St Se, Washington, DC 20019",1620,2,1,660,SF,D St Se,Washington,DC,20019
743197,"Chancellors Way Ne, Washington, DC 20017",1910,2,3,972,Townhome,Chancellors Way Ne,Washington,DC,20017
3424576,"37th St Nw, Washington, DC 20007",4600,4,3,1360,Townhome,37th St Nw,Washington,DC,20007
887440,"S Dakota Ave Ne, Washington, DC 20018",3770,6,2.5,3280,SF,S Dakota Ave Ne,Washington,DC,20018
498612,"47th St Ne, Washington, DC 20019",2040,5,2,2363,SF,47th St Ne,Washington,DC,20019
146455,"Westridge Dr, Rock Springs, WY 82901",1102,3,3,1482,MF,Westridge Dr,Rock Springs,WY,82901
460274,"Otis St Ne, Washington, DC 20018",2200,3,1,1092,SF,Otis St Ne,Washington,DC,20018
528650,"9th Pl Se, Washington, DC 20032",2070,4,3,1474,SF,9th Pl Se,Washington,DC,20032
136854,"Clearview Dr, Rock Springs, WY 82901",1102,3,2,1688,SF,Clearview Dr,Rock Springs,WY,82901
972000,"Corcoran St Nw, Washington, DC 20009",3700,6,5,2445,MF,Corcoran St Nw,Washington,DC,20009
296973,"57th St Ne, Washington, DC 20019",1398,2,1,768,SF,57th St Ne,Washington,DC,20019
260100,"50th St Ne, Washington, DC 20019",1760,2,1,806,SF,50th St Ne,Washington,DC,20019
486455,"Anacostia Rd Se, Washington, DC 20019",1850,4,3,1008,SF,Anacostia Rd Se,Washington,DC,20019
224500,"Klipstein Rd, Cheyenne, WY 82009",1121,2,1,1588,SF,Klipstein Rd,Cheyenne,WY,82009
668073,"Upshur St Nw, Washington, DC 20011",2640,3,3,1352,Townhome,Upshur St Nw,Washington,DC,20011
1295093,"Van Ness St Nw, Washington, DC 20016",3880,3,2,1322,SF,Van Ness St Nw,Washington,DC,20016
1181448,"Primrose Rd Nw, Washington, DC 20012",3790,4,3.5,2292,SF,Primrose Rd Nw,Washington,DC,20012
352450,"4th St Se, Washington, DC 20032",1400,4,2,1200,Townhome,4th St Se,Washington,DC,20032
874259,"Eastern Ave Ne, Washington, DC 20011",3260,3,2.5,1682,SF,Eastern Ave Ne,Washington,DC,20011
797230,"Madison St Nw, Washington, DC 20011",2980,3,2,1682,SF,Madison St Nw,Washington,DC,20011
224679,"Wilson Way, Rock Springs, WY 82901",1141,3,2,2464,SF,Wilson Way,Rock Springs,WY,82901
890644,"Webster St Nw, Washington, DC 20011",2670,4,3.5,2142,SF,Webster St Nw,Washington,DC,20011
556620,"7th Pl Nw, Washington, DC 20012",2370,3,1,1133,SF,7th Pl Nw,Washington,DC,20012
408262,"Buena Vista Ter Se, Washington, DC 20020",2060,3,2,1326,SF,Buena Vista Ter Se,Washington,DC,20020
489143,"Barnaby St Se, Washington, DC 20032",1430,3,2.5,1646,SF,Barnaby St Se,Washington,DC,20032
139400,"Lee St, Rock Springs, WY 82901",1201,3,2,1440,SF,Lee St,Rock Springs,WY,82901
397786,"24th St Ne, Washington, DC 20018",1840,2,1.5,911,SF,24th St Ne,Washington,DC,20018
403035,"24th St Se, Washington, DC 20020",2040,2,1,1152,SF,24th St Se,Washington,DC,20020
395359,"Central Ave Se, Washington, DC 20019",1760,2,1,800,SF,Central Ave Se,Washington,DC,20019
3870076,"Asbury Pl Nw, Washington, DC 20016",5200,4,3,2464,SF,Asbury Pl Nw,Washington,DC,20016
308160,"Lenfant Sq Se, Washington, DC 20020",1590,3,2,1360,Townhome,Lenfant Sq Se,Washington,DC,20020
67065,"6th St, Rock Springs, WY 82901",630,1,1,560,SF,6th St,Rock Springs,WY,82901
256893,"Alabama Ave Se Unit B, Washington, DC 20020",1520,2,1,1216,CONDO,Alabama Ave Se Unit B,Washington,DC,20020
465715,"Apache Ln, Rock Springs, WY 82901",1610,3,3,2582,SF,Apache Ln,Rock Springs,WY,82901
327505,"S Thurmond St, Sheridan, WY 82801",1001,3,2,1376,SF,S Thurmond St,Sheridan,WY,82801
182920,"Vista West Dr, Star Valley Ranch, WY 83127",952,2,2,1152,SF,Vista West Dr,Star Valley Ranch,WY,83127
487795,"Massachusetts Ave Se # 2, Washington, DC 20019",1440,3,3,1696,CONDO,Massachusetts Ave Se # 2,Washington,DC,20019
1027735,"11th St Se, Washington, DC 20003",3190,4,4,3296,MF,11th St Se,Washington,DC,20003
369487,"Howard Rd Se, Washington, DC 20020",1520,2,1,768,Townhome,Howard Rd Se,Washington,DC,20020
238971,"Midway St, Rock Springs, WY 82901",1102,3,2,2016,SF,Midway St,Rock Springs,WY,82901
511917,"Division Ave Ne, Washington, DC 20019",1790,3,3,1888,SF,Division Ave Ne,Washington,DC,20019
217055,"Cascade Ave, Casper, WY 82604",1201,3,1,1170,SF,Cascade Ave,Casper,WY,82604
405900,"Taylor St Ne, Washington, DC 20017",2140,3,2,1088,Townhome,Taylor St Ne,Washington,DC,20017
251471,"Knickerbocker St, Gillette, WY 82718",1121,3,2,1632,SF,Knickerbocker St,Gillette,WY,82718
118061,"Gainesville St Se Apt 204, Washington, DC 20020",1440,2,1,780,CONDO,Gainesville St Se Apt 204,Washington,DC,20020
544500,"Irving St Ne, Washington, DC 20017",2500,2,2,750,SF,Irving St Ne,Washington,DC,20017
67853,"Clark St, Rock Springs, WY 82901",1102,3,1,1428,SF,Clark St,Rock Springs,WY,82901
512837,"E St Nw Apt 230, Washington, DC 20004",2260,1,1,861,CONDO,E St Nw Apt 230,Washington,DC,20004
402000,"Bass Pl Se, Washington, DC 20019",1408,4,4,2442,MF,Bass Pl Se,Washington,DC,20019
307384,"Eads St Ne, Washington, DC 20019",1720,3,2,787,SF,Eads St Ne,Washington,DC,20019
519303,"Kearny St Ne, Washington, DC 20018",2680,3,2,1640,SF,Kearny St Ne,Washington,DC,20018
797230,"Madison St Nw, Washington, DC 20011",2980,3,3,1682,SF,Madison St Nw,Washington,DC,20011
249305,"Corthell Rd, Laramie, WY 82070",1230,4,2,1636,SF,Corthell Rd,Laramie,WY,82070
118575,"Pilot Butte Ave, Rock Springs, WY 82901",860,2,1,1404,SF,Pilot Butte Ave,Rock Springs,WY,82901
481355,"Mccormick Rd, Sheridan, WY 82801",1400,3,3,2544,SF,Mccormick Rd,Sheridan,WY,82801
668741,"Hamilton St Nw, Washington, DC 20011",2220,2,1,1024,SF,Hamilton St Nw,Washington,DC,20011
526670,"Texas Ave Se, Washington, DC 20020",2160,3,2.5,1664,SF,Texas Ave Se,Washington,DC,20020
293597,"47th St Se, Washington, DC 20019",1660,2,1,800,SF,47th St Se,Washington,DC,20019
480150,"T Pl Se, Washington, DC 20020",1620,2,2,900,Townhome,T Pl Se,Washington,DC,20020
284392,"Malcolm X Ave Se, Washington, DC 20032",1790,4,2,1254,SF,Malcolm X Ave Se,Washington,DC,20032
774376,"A St Ne, Washington, DC 20002",2400,3,2.5,1512,SF,A St Ne,Washington,DC,20002
441176,"Olive St Ne, Washington, DC 20019",1920,3,3,1716,SF,Olive St Ne,Washington,DC,20019
115345,"Potter St, Rock Springs, WY 82901",940,2,1,720,SF,Potter St,Rock Springs,WY,82901
316101,"Hayes St Ne, Washington, DC 20019",1790,3,2,1129,SF,Hayes St Ne,Washington,DC,20019
329064,"Emerald St, Rock Springs, WY 82901",1420,2,3,2786,SF,Emerald St,Rock Springs,WY,82901
111775,"Plainview Dr, Rock Springs, WY 82901",1092,2,1,966,MH,Plainview Dr,Rock Springs,WY,82901
732432,"P St Nw, Washington, DC 20001",2510,4,1,1416,SF,P St Nw,Washington,DC,20001
341268,"Southern Ave Se, Washington, DC 20020",1560,3,1,1024,Townhome,Southern Ave Se,Washington,DC,20020
202059,"Ventura Ave, Gillette, WY 82716",1072,3,2,1168,SF,Ventura Ave,Gillette,WY,82716
188712,"E Gibbon St, Laramie, WY 82072",1001,3,2,1264,SF,E Gibbon St,Laramie,WY,82072
432500,"Overland Rd, Laramie, WY 82070",1530,4,4.5,4292,SF,Overland Rd,Laramie,WY,82070
791990,"Longfellow St Nw, Washington, DC 20011",2370,3,2,1116,Townhome,Longfellow St Nw,Washington,DC,20011
1310440,"K St Se, Washington, DC 20003",2800,1,1,1800,SF,K St Se,Washington,DC,20003
399360,"Valley Ave Se, Washington, DC 20032",1880,3,2,1296,SF,Valley Ave Se,Washington,DC,20032
