Price,Address,Rent Estimate Per Month,Beds,Baths,SqFt,Home Type,Street,City,State Label,Zip Code
260160,"S Sheridan Ave, Sheridan, WY 82801",820,2,1,898,SF,S Sheridan Ave,Sheridan,WY,82801
781703,"N Capitol St Nw, Washington, DC 20002",2450,3,2,1380,Townhome,N Capitol St Nw,Washington,DC,20002
187952,"E Park Ave, Laramie, WY 82070",1072,2,1,1088,SF,E Park Ave,Laramie,WY,82070
610981,"Montana Ave Ne, Washington, DC 20018",2680,3,1.5,1375,SF,Montana Ave Ne,Washington,DC,20018
244532,"E Tonk St, Gillette, WY 82718",1110,3,3,1220,SF,E Tonk St,Gillette,WY,82718
155889,"Hunter Pl Se Apt 101, Washington, DC 20020",1500,2,1,791,CONDO,Hunter Pl Se Apt 101,Washington,DC,20020
687445,"Hamlin St Ne, Washington, DC 20017",2500,2,1.5,1324,SF,Hamlin St Ne,Washington,DC,20017
222098,"E Harney St, Laramie, WY 82072",1001,3,2,1578,SF,E Harney St,Laramie,WY,82072
1024092,"18th St Se, Washington, DC 20003",2760,3,2,960,SF,18th St Se,Washington,DC,20003
785390,"13th St Ne, Washington, DC 20017",2330,3,2,1435,SF,13th St Ne,Washington,DC,20017
154615,"Palisades Way, Rock Springs, WY 82901",1220,3,1,1128,SF,Palisades Way,Rock Springs,WY,82901
309505,"U Pl Se, Washington, DC 20020",1580,3,1,1080,Townhome,U Pl Se,Washington,DC,20020
702596,"4th St Nw, Washington, DC 20011",2540,3,1,1488,Townhome,4th St Nw,Washington,DC,20011
470903,"31st St Se, Washington, DC 20019",1850,3,1,1166,SF,31st St Se,Washington,DC,20019
736189,"Kennedy St Nw, Washington, DC 20011",2710,4,1,1520,Townhome,Kennedy St Nw,Washington,DC,20011
211565,"Georgia Way, Green River, WY 82935",1211,3,2,1255,SF,Georgia Way,Green River,WY,82935
633600,"13th St Ne, Washington, DC 20017",2240,3,1,1628,SF,13th St Ne,Washington,DC,20017
93330,"Rugby St, Rock Springs, WY 82901",860,2,1,1084,SF,Rugby St,Rock Springs,WY,82901
801900,"Hamilton St Nw, Washington, DC 20011",3260,4,2.5,2999,SF,Hamilton St Nw,Washington,DC,20011
366000,"Ames St Ne, Washington, DC 20019",1398,2,2,1211,MF,Ames St Ne,Washington,DC,20019
54068,"Jane Ct, Gillette, WY 82718",980,3,2,1152,SF,Jane Ct,Gillette,WY,82718
764699,"Illinois Ave Nw, Washington, DC 20011",2760,4,2,1680,SF,Illinois Ave Nw,Washington,DC,20011
158015,"Hay St, Rock Springs, WY 82901",1271,3,1,1262,SF,Hay St,Rock Springs,WY,82901
675045,"Galloway St Ne, Washington, DC 20017",2470,4,2,1444,SF,Galloway St Ne,Washington,DC,20017
304004,"Newcomb St Se, Washington, DC 20032",1780,2,1.5,1232,SF,Newcomb St Se,Washington,DC,20032
213705,"Ash Meadows Dr, Gillette, WY 82716",1121,3,2,1511,MH,Ash Meadows Dr,Gillette,WY,82716
152065,"Elk St, Rock Springs, WY 82901",1102,3,2,1830,SF,Elk St,Rock Springs,WY,82901
147815,"E 7th St, Sheridan, WY 82801",810,1,1,576,SF,E 7th St,Sheridan,WY,82801
845633,"Lamont St Nw, Washington, DC 20010",2960,6,3,2718,SF,Lamont St Nw,Washington,DC,20010
285779,"Elmira St Sw, Washington, DC 20032",2040,2,1.5,928,SF,Elmira St Sw,Washington,DC,20032
116000,"Custer Ave, Casper, WY 82604",810,2,1,904,SF,Custer Ave,Casper,WY,82604
421400,"Reynolds St, Laramie, WY 82072",1440,5,3.5,4044,SF,Reynolds St,Laramie,WY,82072
393680,"Circle Dr, Afton, WY 83110",1072,4,2,1248,SF,Circle Dr,Afton,WY,83110
873626,"9th St Nw, Washington, DC 20012",3140,3,1.5,1576,SF,9th St Nw,Washington,DC,20012
116450,"Ludvig St, Rock Springs, WY 82901",1080,2,1,832,SF,Ludvig St,Rock Springs,WY,82901
280160,"Sumner St, Sheridan, WY 82801",1090,3,2,1324,SF,Sumner St,Sheridan,WY,82801
484054,"Chillum Pl Ne, Washington, DC 20011",1880,2,2,864,SF,Chillum Pl Ne,Washington,DC,20011
392219,"Kingsbury Dr, Casper, WY 82609",1490,4,2,2563,SF,Kingsbury Dr,Casper,WY,82609
500330,"30th St Ne, Washington, DC 20018",2360,3,3,1664,SF,30th St Ne,Washington,DC,20018
653653,"Keefer Pl Nw, Washington, DC 20010",2630,3,2,1236,Townhome,Keefer Pl Nw,Washington,DC,20010
346500,"Talbert Ter Se, Washington, DC 20020",1580,4,1,1560,Townhome,Talbert Ter Se,Washington,DC,20020
1098200,"Eagle Ridge Dr, Sheridan, WY 82801",2370,5,6,3084,SF,Eagle Ridge Dr,Sheridan,WY,82801
836381,"G St Ne, Washington, DC 20002",2710,3,3,1412,SF,G St Ne,Washington,DC,20002
451000,"Webster St Ne, Washington, DC 20011",1980,4,2,1152,MF,Webster St Ne,Washington,DC,20011
192127,"W St Se Apt 302, Washington, DC 20020",1470,2,1,644,CONDO,W St Se Apt 302,Washington,DC,20020
264895,"Garden Cir, Gillette, WY 82716",1321,4,3,1454,SF,Garden Cir,Gillette,WY,82716
1973040,"16th St Nw, Washington, DC 20012",4400,5,6,3692,SF,16th St Nw,Washington,DC,20012
263802,"Maple Ln, Riverton, WY 82501",960,2,1,858,SF,Maple Ln,Riverton,WY,82501
440253,"Girard St Ne, Washington, DC 20017",2390,3,1,1270,SF,Girard St Ne,Washington,DC,20017
766994,"Alaska Ave Nw, Washington, DC 20012",3140,3,2.5,1768,SF,Alaska Ave Nw,Washington,DC,20012
349491,"Good Hope Rd Se, Washington, DC 20020",1580,3,1,1080,SF,Good Hope Rd Se,Washington,DC,20020
693020,"D St Ne, Washington, DC 20002",1750,4,2.5,1156,SF,D St Ne,Washington,DC,20002
567680,"7th St Nw, Washington, DC 20011",2500,3,1,1080,SF,7th St Nw,Washington,DC,20011
584245,"Somerset Pl Nw, Washington, DC 20011",2240,3,1,1084,SF,Somerset Pl Nw,Washington,DC,20011
280140,"Brandner Cir, Green River, WY 82935",1590,3,3,3068,SF,Brandner Cir,Green River,WY,82935
499700,"N Capitol St Ne, Washington, DC 20011",2360,3,2,1216,SF,N Capitol St Ne,Washington,DC,20011
490800,"Jackson St Ne, Washington, DC 20018",2640,3,2,1346,SF,Jackson St Ne,Washington,DC,20018
851735,"Bryant St Nw, Washington, DC 20001",2780,4,3,2224,Townhome,Bryant St Nw,Washington,DC,20001
401445,"6th St Se, Washington, DC 20032",1420,3,2,1224,Townhome,6th St Se,Washington,DC,20032
395000,"17th St Nw Apt 504, Washington, DC 20009",,1,1,800,Co-Op,17th St Nw Apt 504,Washington,DC,20009
755134,"Allison St Ne, Washington, DC 20017",2320,4,3.5,1706,SF,Allison St Ne,Washington,DC,20017
200260,"Locust St, Rock Springs, WY 82901",1201,3,2,1456,SF,Locust St,Rock Springs,WY,82901
320512,"Schiller St, Sheridan, WY 82801",1810,5,2,1036,SF,Schiller St,Sheridan,WY,82801
171445,"W Whitney St, Sheridan, WY 82801",930,3,2,1445,SF,W Whitney St,Sheridan,WY,82801
387000,"Forrester St Sw, Washington, DC 20032",1720,4,4,2800,MF,Forrester St Sw,Washington,DC,20032
80081,"Tarry St, Gillette, WY 82718",1121,4,2,1680,SF,Tarry St,Gillette,WY,82718
83045,"5th Ave W, Rock Springs, WY 82901",830,1,1,688,SF,5th Ave W,Rock Springs,WY,82901
193466,"Truman St, Rock Springs, WY 82901",1211,3,2,1209,SF,Truman St,Rock Springs,WY,82901
148495,"E Burkitt St, Sheridan, WY 82801",881,2,1,864,CONDO,E Burkitt St,Sheridan,WY,82801
351025,"Savannah Pl Se, Washington, DC 20020",1960,2,1,850,SF,Savannah Pl Se,Washington,DC,20020
236012,"56th Pl Ne, Washington, DC 20019",1790,3,2,634,SF,56th Pl Ne,Washington,DC,20019
406915,"Chesapeake St Se, Washington, DC 20032",1850,3,2,1122,SF,Chesapeake St Se,Washington,DC,20032
270960,"Fairview Ave, Casper, WY 82609",1251,2,2,1292,SF,Fairview Ave,Casper,WY,82609
207712,"E Laurel St, Gillette, WY 82718",1102,4,2,912,SF,E Laurel St,Gillette,WY,82718
100130,"Mccarty Ave, Rock Springs, WY 82901",973,1,2,1566,SF,Mccarty Ave,Rock Springs,WY,82901
479180,"D St Se, Washington, DC 20019",1388,3,2.5,2310,SF,D St Se,Washington,DC,20019
594000,"Suitland Rd Se, Washington, DC 20020",2190,3,2.5,2192,SF,Suitland Rd Se,Washington,DC,20020
636000,"T St Nw, Washington, DC 20001",2860,4,2,1985,MF,T St Nw,Washington,DC,20001
437337,"Underwood St Nw, Washington, DC 20012",2060,2,1,832,SF,Underwood St Nw,Washington,DC,20012
361000,"Dartford Ct, Casper, WY 82609",1251,3,2,1178,SF,Dartford Ct,Casper,WY,82609
398800,"Mill St, Laramie, WY 82072",1398,6,3,3190,SF,Mill St,Laramie,WY,82072
158424,"Mountain Rd, Rock Springs, WY 82901",1110,3,3,1232,SF,Mountain Rd,Rock Springs,WY,82901
251212,"E Teton Blvd, Green River, WY 82935",1160,2,2,1170,SF,E Teton Blvd,Green River,WY,82935
727000,"Douglas St Ne, Washington, DC 20018",2640,5,3,1729,MF,Douglas St Ne,Washington,DC,20018
348084,"C St Se, Washington, DC 20019",1900,2,2,1172,SF,C St Se,Washington,DC,20019
210630,"Cook Dr, Rock Springs, WY 82901",1400,3,2,2232,SF,Cook Dr,Rock Springs,WY,82901
219900,"Cedar St, Douglas, WY 82633",1291,4,1,2304,SF,Cedar St,Douglas,WY,82633
259338,"Minnesota Ave Ne, Washington, DC 20019",1790,3,1,918,SF,Minnesota Ave Ne,Washington,DC,20019
321000,"18th St Se, Washington, DC 20020",1740,4,4,3200,MF,18th St Se,Washington,DC,20020
442208,"Blaine St Ne, Washington, DC 20019",1420,3,2,960,Townhome,Blaine St Ne,Washington,DC,20019
247277,"Ridgecrest Dr, Casper, WY 82604",1201,3,3,1144,SF,Ridgecrest Dr,Casper,WY,82604
470400,"Ayers Pl Se, Washington, DC 20019",1760,3,2,1344,SF,Ayers Pl Se,Washington,DC,20019
336463,"35th St Ne, Washington, DC 20019",1420,2,1,832,Townhome,35th St Ne,Washington,DC,20019
120785,"Elk St, Rock Springs, WY 82901",860,2,1,1161,SF,Elk St,Rock Springs,WY,82901
286140,"Edson Pl Ne, Washington, DC 20019",1720,4,1.5,1315,SF,Edson Pl Ne,Washington,DC,20019
279565,"Cottonwood Dr, Laramie, WY 82070",1261,3,1,1305,SF,Cottonwood Dr,Laramie,WY,82070
418169,"33rd St Ne, Washington, DC 20019",1420,2,1.5,832,SF,33rd St Ne,Washington,DC,20019
277000,"Halley Pl Se, Washington, DC 20032",1530,4,4,2442,MF,Halley Pl Se,Washington,DC,20032
429531,"Anacostia Ave Ne, Washington, DC 20019",1920,3,2,1060,SF,Anacostia Ave Ne,Washington,DC,20019
422625,"Banks Pl Ne, Washington, DC 20019",1790,2,2,800,SF,Banks Pl Ne,Washington,DC,20019
285000,"51st St Ne, Washington, DC 20019",1710,6,3,2223,MF,51st St Ne,Washington,DC,20019
628296,"Eastern Ave Ne, Washington, DC 20017",2640,3,2,1400,SF,Eastern Ave Ne,Washington,DC,20017
852300,"12th St Nw, Washington, DC 20012",3140,3,3,1638,SF,12th St Nw,Washington,DC,20012
171190,"Converse Ct, Rock Springs, WY 82901",1102,3,1,1152,SF,Converse Ct,Rock Springs,WY,82901
142970,"Carbon St, Rock Springs, WY 82901",1181,3,2,792,SF,Carbon St,Rock Springs,WY,82901
338282,"Garfield Ln, Rock Springs, WY 82901",1311,3,3,1764,SF,Garfield Ln,Rock Springs,WY,82901
471437,"T St Se, Washington, DC 20020",1580,3,1.5,1080,SF,T St Se,Washington,DC,20020
1375500,"9th St Nw, Washington, DC 20012",3140,3,3,1518,SF,9th St Nw,Washington,DC,20012
291272,"Jay St Ne, Washington, DC 20019",1620,2,1,776,SF,Jay St Ne,Washington,DC,20019
385769,"E 13th St, Cheyenne, WY 82001",1131,3,2,1264,SF,E 13th St,Cheyenne,WY,82001
246075,"State Highway 239, Freedom, WY 83120",1271,2,1,1596,SF,State Highway 239,Freedom,WY,83120
556938,"Sargent Rd Ne, Washington, DC 20017",2620,3,2.5,1360,SF,Sargent Rd Ne,Washington,DC,20017
169463,"Kane Pl Ne, Washington, DC 20019",1680,1,1,392,SF,Kane Pl Ne,Washington,DC,20019
442208,"Blaine St Ne, Washington, DC 20019",1420,3,1.5,960,SF,Blaine St Ne,Washington,DC,20019
1138500,"Kenyon St Nw, Washington, DC 20010",3360,6,3,3456,SF,Kenyon St Nw,Washington,DC,20010
125000,"E L St, Casper, WY 82601",1010,3,1,976,SF,E L St,Casper,WY,82601
306947,"Blaine St Ne, Washington, DC 20019",1790,3,2,1188,SF,Blaine St Ne,Washington,DC,20019
326700,"Cathedral Ave Nw Apt 404w, Washington, DC 20016",1970,1,1,803,CONDO,Cathedral Ave Nw Apt 404w,Washington,DC,20016
394525,"Dexter Ter Se, Washington, DC 20020",1570,2,1,900,Townhome,Dexter Ter Se,Washington,DC,20020
115175,"Lowell Ave, Rock Springs, WY 82901",860,3,1,1310,SF,Lowell Ave,Rock Springs,WY,82901
120000,"E Pine St, Rawlins, WY 82301",1121,2,1.5,2501,SF,E Pine St,Rawlins,WY,82301
708000,"Adams St Nw, Washington, DC 20001",2670,4,2,1470,MF,Adams St Nw,Washington,DC,20001
141810,"Dewar Dr, Rock Springs, WY 82901",1102,2,2,1545,SF,Dewar Dr,Rock Springs,WY,82901
387087,"13th St Nw Apt 414, Washington, DC 20005",2080,1,1,637,CONDO,13th St Nw Apt 414,Washington,DC,20005
1273091,"Kalmia Rd Nw, Washington, DC 20012",3960,4,3.5,1920,SF,Kalmia Rd Nw,Washington,DC,20012
166560,"Benning Rd Se Apt 202, Washington, DC 20019",1388,1,1,609,CONDO,Benning Rd Se Apt 202,Washington,DC,20019
267932,"Sequoia Dr, Gillette, WY 82718",1171,5,2,1104,SF,Sequoia Dr,Gillette,WY,82718
159993,"Jackson St, Rock Springs, WY 82901",1141,3,1,1536,SF,Jackson St,Rock Springs,WY,82901
100215,"7th St, Rock Springs, WY 82901",860,2,1,864,SF,7th St,Rock Springs,WY,82901
282150,"Skyline Dr, Douglas, WY 82633",1100,3,2,1799,SF,Skyline Dr,Douglas,WY,82633
308160,"Lenfant Sq Se, Washington, DC 20020",1590,3,1.5,1360,SF,Lenfant Sq Se,Washington,DC,20020
1574900,"19th St Nw, Washington, DC 20036",4960,8,6,2515,SF,19th St Nw,Washington,DC,20036
1179280,"Warren St Nw, Washington, DC 20016",11554,3,2,1843,SF,Warren St Nw,Washington,DC,20016
438826,"Danbury St Sw, Washington, DC 20032",1490,3,4,1152,Townhome,Danbury St Sw,Washington,DC,20032
270001,"Cathedral Ave Nw # 23, Washington, DC 20016",1670,1,1,753,CONDO,Cathedral Ave Nw # 23,Washington,DC,20016
261235,"W Main St, Riverton, WY 82501",1102,3,1,1152,SF,W Main St,Riverton,WY,82501
347000,"42nd St Ne, Washington, DC 20019",1301,2,2,1120,MF,42nd St Ne,Washington,DC,20019
287910,"Connecticut Ave Nw Apt..., Washington, DC 20008",1880,1,1,761,CONDO,Connecticut Ave Nw Apt...,Washington,DC,20008
409860,"Southern Ave Se, Washington, DC 20019",1900,3,1,1024,Townhome,Southern Ave Se,Washington,DC,20019
445401,"Barnaby St Se, Washington, DC 20032",1400,4,2.5,2092,SF,Barnaby St Se,Washington,DC,20032
257380,"Allred Rd, Afton, WY 83110",1191,3,3,1440,MH,Allred Rd,Afton,WY,83110
377214,"52nd St Ne, Washington, DC 20019",1790,2,1,810,SF,52nd St Ne,Washington,DC,20019
191250,"E Kearney St, Laramie, WY 82070",710,1,1,692,SF,E Kearney St,Laramie,WY,82070
451180,"Lancaster Ln, Afton, WY 83110",1281,2,2,2135,SF,Lancaster Ln,Afton,WY,83110
414377,"Alabama Ave Se, Washington, DC 20020",2070,3,1,1164,SF,Alabama Ave Se,Washington,DC,20020
881837,"New Hampshire Ave Nw, Washington, DC 20011",3010,4,4,2287,SF,New Hampshire Ave Nw,Washington,DC,20011
138465,"Beaufort St Spc 85, Laramie, WY 82072",1001,3,2,1380,MH,Beaufort St Spc 85,Laramie,WY,82072
760027,"17th St Ne, Washington, DC 20018",2680,3,2.5,1440,SF,17th St Ne,Washington,DC,20018
69275,"N Front St, Rock Springs, WY 82901",860,2,1,616,SF,N Front St,Rock Springs,WY,82901
269745,"E Teton Blvd, Green River, WY 82935",1311,5,3,2360,SF,E Teton Blvd,Green River,WY,82935
1004670,"29th St Se, Washington, DC 20020",1680,4,4,2640,MF,29th St Se,Washington,DC,20020
701824,"I St Ne, Washington, DC 20002",2320,3,1.5,1310,SF,I St Ne,Washington,DC,20002
556937,"Ord St Ne, Washington, DC 20019",1920,4,2.5,2888,SF,Ord St Ne,Washington,DC,20019
489000,"17th Pl Se, Washington, DC 20020",1740,4,4,2720,MF,17th Pl Se,Washington,DC,20020
299338,"Cherry Ln, Gillette, WY 82716",1321,4,2,1608,SF,Cherry Ln,Gillette,WY,82716
477991,"15th St Ne, Washington, DC 20018",2150,3,1,1160,SF,15th St Ne,Washington,DC,20018
827025,"Delafield Pl Nw, Washington, DC 20011",2950,4,2,1743,SF,Delafield Pl Nw,Washington,DC,20011
653400,"Kansas Ave Nw, Washington, DC 20011",2360,3,2,1152,Townhome,Kansas Ave Nw,Washington,DC,20011
159375,"Connecticut Ave, Rock Springs, WY 82901",1271,2,2,1920,SF,Connecticut Ave,Rock Springs,WY,82901
875835,"Duncan St Ne, Washington, DC 20002",2670,3,1,1472,SF,Duncan St Ne,Washington,DC,20002
728709,"F St Ne, Washington, DC 20002",2660,3,2,1312,Townhome,F St Ne,Washington,DC,20002
272109,"Irving St Se, Washington, DC 20020",1700,2,1,602,SF,Irving St Se,Washington,DC,20020
455994,"Oglethorpe St Ne, Washington, DC 20011",2250,3,1.5,1123,SF,Oglethorpe St Ne,Washington,DC,20011
335699,"Mandan Trl, Bar Nunn, WY 82601",1110,4,2.5,1152,SF,Mandan Trl,Bar Nunn,WY,82601
416000,"State Highway 789, Lander, WY 82520",1100,4,2,2464,SF,State Highway 789,Lander,WY,82520
317917,"W Works St, Sheridan, WY 82801",1281,4,2,1208,SF,W Works St,Sheridan,WY,82801
944358,"25th St Nw # 502, Washington, DC 20037",2970,2,3,1881,CONDO,25th St Nw # 502,Washington,DC,20037
221357,"New Hampshire Ave Nw A..., Washington, DC 20009",1840,1,1,336,CONDO,New Hampshire Ave Nw A...,Washington,DC,20009
607024,"Channing St Ne, Washington, DC 20018",2480,3,2,1650,SF,Channing St Ne,Washington,DC,20018
814227,"16th St Se, Washington, DC 20003",2720,3,1,960,SF,16th St Se,Washington,DC,20003
186725,"Windsor Pl, Casper, WY 82604",1201,3,1,1008,SF,Windsor Pl,Casper,WY,82604
97926,"Call Pl Se Apt 303, Washington, DC 20019",1388,1,1,704,CONDO,Call Pl Se Apt 303,Washington,DC,20019
969518,"Kentucky Ave Se, Washington, DC 20003",2850,3,2,1224,Townhome,Kentucky Ave Se,Washington,DC,20003
582258,"Evarts St Ne, Washington, DC 20017",1730,4,2,1300,Townhome,Evarts St Ne,Washington,DC,20017
342975,"Spackman Ln, Afton, WY 83110",1281,3,2,2562,SF,Spackman Ln,Afton,WY,83110
499259,"9th St Nw, Washington, DC 20011",2300,4,2,1116,Townhome,9th St Nw,Washington,DC,20011
408717,"Eads St Ne, Washington, DC 20019",1420,3,1,1040,Townhome,Eads St Ne,Washington,DC,20019
741148,"11th St Nw, Washington, DC 20001",2740,3,1,1698,Townhome,11th St Nw,Washington,DC,20001
448965,"Hanna Pl Se, Washington, DC 20019",1420,2,1,896,Townhome,Hanna Pl Se,Washington,DC,20019
696308,"18th St Ne, Washington, DC 20002",1750,3,2,1368,SF,18th St Ne,Washington,DC,20002
161245,"Valley View Dr, Rock Springs, WY 82901",1230,3,2,1522,MH,Valley View Dr,Rock Springs,WY,82901
220745,"Gladstone St, Sheridan, WY 82801",1281,4,2,2272,SF,Gladstone St,Sheridan,WY,82801
185286,"E Lyons St, Laramie, WY 82072",1001,3,1,900,SF,E Lyons St,Laramie,WY,82072
210600,"Koven Dr, Rock Springs, WY 82901",1102,3,3,1520,SF,Koven Dr,Rock Springs,WY,82901
109480,"M St, Rock Springs, WY 82901",1102,3,2,1003,SF,M St,Rock Springs,WY,82901
1097272,"12th St Nw, Washington, DC 20012",3560,5,2.5,2163,SF,12th St Nw,Washington,DC,20012
152134,"Fillmore Ave, Rock Springs, WY 82901",1121,3,2,1078,Townhome,Fillmore Ave,Rock Springs,WY,82901
516382,"Woodcrest Dr Se, Washington, DC 20032",1390,3,3,1496,Townhome,Woodcrest Dr Se,Washington,DC,20032
323154,"Martin Luther King Jr ..., Washington, DC 20032",2040,2,1,1450,SF,Martin Luther King Jr ...,Washington,DC,20032
496347,"Oneida St Ne, Washington, DC 20011",2260,3,1,1152,SF,Oneida St Ne,Washington,DC,20011
1626373,"Asbury Pl Nw, Washington, DC 20016",43904,4,3,1813,SF,Asbury Pl Nw,Washington,DC,20016
300091,"Texas Ave Se, Washington, DC 20019",1530,2,1,832,Townhome,Texas Ave Se,Washington,DC,20019
411840,"Blakney Ln Se, Washington, DC 20032",1398,3,2.5,1080,Townhome,Blakney Ln Se,Washington,DC,20032
364228,"P St Se, Washington, DC 20020",1580,2,1,1216,SF,P St Se,Washington,DC,20020
81855,"7th St, Rock Springs, WY 82901",860,2,2,1352,SF,7th St,Rock Springs,WY,82901
149770,"State Highway 241, Afton, WY 83110",850,2,1,908,SF,State Highway 241,Afton,WY,83110
545000,"C St Ne, Washington, DC 20002",2400,3,1,1224,SF,C St Ne,Washington,DC,20002
445569,"48th St Ne, Washington, DC 20019",1790,3,2,1509,SF,48th St Ne,Washington,DC,20019
473969,"E St Nw Apt 1022, Washington, DC 20004",2140,1,1,822,CONDO,E St Nw Apt 1022,Washington,DC,20004
345596,"Barnaby Ter Se, Washington, DC 20032",1408,3,2,1134,Townhome,Barnaby Ter Se,Washington,DC,20032
167559,"E 8th St, Gillette, WY 82716",890,2,2,1480,SF,E 8th St,Gillette,WY,82716
492001,"P St Nw, Washington, DC 20036",3470,4,4,3202,MF,P St Nw,Washington,DC,20036
469030,"Us Highway 87, Sheridan, WY 82801",1380,3,2,1761,SF,Us Highway 87,Sheridan,WY,82801
315556,"W Odell Ave, Casper, WY 82604",1080,2,2,2126,SF,W Odell Ave,Casper,WY,82604
322910,"Downing Pl Ne Apt 1, Washington, DC 20018",,2,1,606,CONDO,Downing Pl Ne Apt 1,Washington,DC,20018
1142336,"Corcoran St Nw # 1, Washington, DC 20009",3050,2,3,1771,CONDO,Corcoran St Nw # 1,Washington,DC,20009
871199,"9th St Nw, Washington, DC 20012",3140,3,3,1518,SF,9th St Nw,Washington,DC,20012
537280,"Evarts St Ne, Washington, DC 20018",2510,3,1,1340,SF,Evarts St Ne,Washington,DC,20018
733096,"Illinois Ave Nw, Washington, DC 20011",2740,3,4,1856,Townhome,Illinois Ave Nw,Washington,DC,20011
593528,"16th St Nw Apt 305, Washington, DC 20009",2610,2,1.5,1158,CONDO,16th St Nw Apt 305,Washington,DC,20009
672871,"21st St Ne, Washington, DC 20002",1800,3,1.5,1330,SF,21st St Ne,Washington,DC,20002
442654,"Tuckerman St Nw, Washington, DC 20011",2440,3,1.5,1088,SF,Tuckerman St Nw,Washington,DC,20011
527000,"Peabody St Nw, Washington, DC 20011",3260,8,4,3180,MF,Peabody St Nw,Washington,DC,20011
